CountryName,CountryCode,SeriesName,SeriesCode,2010[YR2010],2011[YR2011],2012[YR2012],2013[YR2013],2014[YR2014]
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.63170823,9.484506202,7.750297593,7.68380997,7.351000022
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,6.04E+12,7.49E+12,8.46E+12,9.49E+12,1.04E+13
China,CHN,Internet users (per 100 people),IT.NET.USER.P2,34.3,38.3,42.30011749,45.8,49.3
China,CHN,Rural population,SP.RUR.TOTL,679206337,664363135,649832871,635688202,621970693
China,CHN,  Population- female (% of total)  ,SP.POP.TOTL.FE.ZS,48.52554642,48.51508767,48.50442503,48.49411793,48.48491116
China,CHN,Population growth (annual %),SP.POP.GROW,0.482959689,0.479150454,0.487231118,0.493709634,0.506311592
China,CHN,  Population- total  ,SP.POP.TOTL,1337705000,1344130000,1350695000,1357380000,1364270000
China,CHN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,10.09868985,8.961165489,7.226581504,7.153474861,6.808843125
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,4514.94052,5574.187093,6264.643878,6991.853866,7593.881891
China,CHN,  Labor force- total  ,SL.TLF.TOTL.IN,781054640,790183028,795863202,801790592,.. 
China,CHN,  Labor force- female (% of total labor force)  ,SL.TLF.TOTL.FE.ZS,43.97383953,43.92088196,43.92304496,43.86395756,.. 
China,CHN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.377054286,0.372698463,0.376069655,0.373289489,..
China,CHN,Surface area (sq. km),AG.SRF.TOTL.K2,9562911,9562911,9562911,9562911,9562911
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,142.4877434,143.1721123,143.8713936,144.5834568,145.317356
China,CHN,Arable land (% of land area),AG.LND.ARBL.ZS,11.42070625,11.34614465,11.28223471,11.2609314,..
China,CHN,  Unemployment- total (% of total labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.ZS,4.199999809,4.300000191,4.5,4.599999905,.. 
China,CHN,  Unemployment- female (% of female labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.FE.ZS,3.400000095,3.599999905,3.700000048,3.799999952,.. 
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.73085436,7.890913893,5.071709815,2.044541095,6.25618388
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1585472534,1820207626,1823692110,1781261413,1821412873
Bhutan,BTN,Internet users (per 100 people),IT.NET.USER.P2,13.6,21,24,29.9,34.37
Bhutan,BTN,Rural population,SP.RUR.TOTL,469651,471676,473238,474372,475085
Bhutan,BTN,  Population- female (% of total)  ,SP.POP.TOTL.FE.ZS,46.35693916,46.32459583,46.29311655,46.26833829,46.26003911
Bhutan,BTN,Population growth (annual %),SP.POP.GROW,1.738886845,1.652370276,1.553599543,1.458432042,1.364945236
Bhutan,BTN,  Population- total  ,SP.POP.TOTL,720246,732246,743711,754637,765008
Bhutan,BTN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,9.804775926,6.122804588,3.451931228,0.567090803,4.815698443
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2201.293078,2485.787052,2452.151588,2360.421517,2380.906962
Bhutan,BTN,  Labor force- total  ,SL.TLF.TOTL.IN,359928,370666,382265,393397,.. 
Bhutan,BTN,  Labor force- female (% of total labor force)  ,SL.TLF.TOTL.FE.ZS,41.559423,41.51473294,41.47463147,41.49675773,.. 
Bhutan,BTN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,..,..,..,..,..
Bhutan,BTN,Surface area (sq. km),AG.SRF.TOTL.K2,38394,38394,38394,38394,38394
Bhutan,BTN,Population density (people per sq. km of land area),EN.POP.DNST,18.89566335,19.21048351,19.51126794,19.79791169,20.06999502
Bhutan,BTN,Arable land (% of land area),AG.LND.ARBL.ZS,2.639242333,2.628748328,2.628748328,2.628748328,..
Bhutan,BTN,  Unemployment- total (% of total labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.ZS,3.299999952,3.099999905,2.099999905,2.099999905,.. 
Bhutan,BTN,  Unemployment- female (% of female labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.FE.ZS,4.300000191,4.800000191,2.299999952,2.5,.. 
Timor-Leste,TMP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.367681499,14.66809422,7.843137255,5.367965368,6.655710764
Timor-Leste,TMP,GDP (current US$),NY.GDP.MKTP.CD,934000000,1123000000,1270000000,1468000000,1552000000
Timor-Leste,TMP,Internet users (per 100 people),IT.NET.USER.P2,0.21,0.9,0.9147,1.1,1.14
Timor-Leste,TMP,Rural population,SP.RUR.TOTL,751744,782359,794711,808524,822645
Timor-Leste,TMP,  Population- female (% of total)  ,SP.POP.TOTL.FE.ZS,49.21371422,49.208242,49.20903822,49.213904,49.21968964
Timor-Leste,TMP,Population growth (annual %),SP.POP.GROW,1.706321402,4.938169461,2.51768206,2.671746667,2.678725623
Timor-Leste,TMP,  Population- total  ,SP.POP.TOTL,1066409,1120392,1148958,1180069,1212107
Timor-Leste,TMP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.51734855,9.143128197,5.161884277,2.590074609,3.83662329
Timor-Leste,TMP,GDP per capita (current US$),NY.GDP.PCAP.CD,875.8365693,1002.327757,1105.349369,1243.995055,1280.415013
Timor-Leste,TMP,  Labor force- total  ,SL.TLF.TOTL.IN,241792,252700,256473,259814,.. 
Timor-Leste,TMP,  Labor force- female (% of total labor force)  ,SL.TLF.TOTL.FE.ZS,32.05068819,32.04313415,32.0735516,32.10027173,.. 
Timor-Leste,TMP,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.550886713,0.526315789,0.518573105,0.51190467,..
Timor-Leste,TMP,Surface area (sq. km),AG.SRF.TOTL.K2,14870,14870,14870,14870,14870
Timor-Leste,TMP,Population density (people per sq. km of land area),EN.POP.DNST,71.71546738,75.34579691,77.266846,79.35904506,81.5135844
Timor-Leste,TMP,Arable land (% of land area),AG.LND.ARBL.ZS,10.08742434,10.08742434,10.7599193,10.42367182,..
Timor-Leste,TMP,  Unemployment- total (% of total labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.ZS,3.900000095,3.799999952,4,4.400000095,.. 
Timor-Leste,TMP,  Unemployment- female (% of female labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.FE.ZS,5.699999809,5.599999905,5.699999809,6.099999905,.. 
Taiwan- China,TWN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..
Taiwan- China,TWN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..
Taiwan- China,TWN,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..
Taiwan- China,TWN,Rural population,SP.RUR.TOTL,..,..,..,..,..
Taiwan- China,TWN,  Population- female (% of total)  ,SP.POP.TOTL.FE.ZS,..,..,..,..,.. 
Taiwan- China,TWN,Population growth (annual %),SP.POP.GROW,..,..,..,..,..
Taiwan- China,TWN,  Population- total  ,SP.POP.TOTL,..,..,..,..,.. 
Taiwan- China,TWN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..
Taiwan- China,TWN,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
Taiwan- China,TWN,  Labor force- total  ,SL.TLF.TOTL.IN,..,..,..,..,.. 
Taiwan- China,TWN,  Labor force- female (% of total labor force)  ,SL.TLF.TOTL.FE.ZS,..,..,..,..,.. 
Taiwan- China,TWN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,..,..,..,..,..
Taiwan- China,TWN,Surface area (sq. km),AG.SRF.TOTL.K2,..,..,..,..,..
Taiwan- China,TWN,Population density (people per sq. km of land area),EN.POP.DNST,..,..,..,..,..
Taiwan- China,TWN,Arable land (% of land area),AG.LND.ARBL.ZS,..,..,..,..,..
Taiwan- China,TWN,  Unemployment- total (% of total labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.ZS,..,..,..,..,.. 
Taiwan- China,TWN,  Unemployment- female (% of female labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.FE.ZS,..,..,..,..,.. 
Macao SAR- China,MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,27.49896423,21.29126163,9.165844611,10.65739543,-0.35295269
Macao SAR- China,MAC,GDP (current US$),NY.GDP.MKTP.CD,28359706111,36634742814,42991910938,51313818756,55501532528
Macao SAR- China,MAC,Internet users (per 100 people),IT.NET.USER.P2,55.198,60.20369672,61.31,65.8,69.78
Macao SAR- China,MAC,Rural population,SP.RUR.TOTL,0,0,0,0,0
Macao SAR- China,MAC,  Population- female (% of total)  ,SP.POP.TOTL.FE.ZS,52.01654989,51.98213953,51.94482244,51.90667821,51.87017446
Macao SAR- China,MAC,Population growth (annual %),SP.POP.GROW,2.5040346,2.229984352,2.006686044,1.828586444,1.720506326
Macao SAR- China,MAC,  Population- total  ,SP.POP.TOTL,534626,546682,557763,568056,577914
Macao SAR- China,MAC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,24.34598662,18.61642059,6.997061949,8.652317456,-2.052722193
Macao SAR- China,MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,53045.87901,67012.89381,77079.1733,90332.3242,96037.70203
Macao SAR- China,MAC,  Labor force- total  ,SL.TLF.TOTL.IN,332225,340769,348315,354890,.. 
Macao SAR- China,MAC,  Labor force- female (% of total labor force)  ,SL.TLF.TOTL.FE.ZS,48.51260441,48.47594705,48.43173564,48.38710586,.. 
Macao SAR- China,MAC,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,..,..,..,..,..
Macao SAR- China,MAC,Surface area (sq. km),AG.SRF.TOTL.K2,29.7,29.9,29.9,30.3,30.3
Macao SAR- China,MAC,Population density (people per sq. km of land area),EN.POP.DNST,18000.87542,18283.67893,18654.28094,18747.72277,19073.06931
Macao SAR- China,MAC,Arable land (% of land area),AG.LND.ARBL.ZS,..,..,..,..,..
Macao SAR- China,MAC,  Unemployment- total (% of total labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.ZS,2.799999952,2.599999905,2,1.799999952,.. 
Macao SAR- China,MAC,  Unemployment- female (% of female labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.FE.ZS,2.099999905,2.099999905,1.700000048,1.700000048,.. 
Hong Kong SAR- China,HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.767610559,4.814675724,1.700302663,3.072174041,2.501239094
Hong Kong SAR- China,HKG,GDP (current US$),NY.GDP.MKTP.CD,2.29E+11,2.49E+11,2.63E+11,2.76E+11,2.91E+11
Hong Kong SAR- China,HKG,Internet users (per 100 people),IT.NET.USER.P2,72,72.2,72.9,74.2,74.56
Hong Kong SAR- China,HKG,Rural population,SP.RUR.TOTL,0,0,0,0,0
Hong Kong SAR- China,HKG,  Population- female (% of total)  ,SP.POP.TOTL.FE.ZS,53.08869433,53.14148029,53.14499389,53.11627836,53.07919654
Hong Kong SAR- China,HKG,Population growth (annual %),SP.POP.GROW,0.734446396,0.672543292,1.166874383,0.458789964,0.751257934
Hong Kong SAR- China,HKG,  Population- total  ,SP.POP.TOTL,7024200,7071600,7154600,7187500,7241700
Hong Kong SAR- China,HKG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.986332238,4.112116808,0.520484766,2.600372368,1.734075698
Hong Kong SAR- China,HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,32550.13787,35142.48793,36707.69534,38364.1949,40169.63
Hong Kong SAR- China,HKG,  Labor force- total  ,SL.TLF.TOTL.IN,3675363,3697504,3730947,3733365,.. 
Hong Kong SAR- China,HKG,  Labor force- female (% of total labor force)  ,SL.TLF.TOTL.FE.ZS,46.79292902,46.8950135,46.96094584,46.82129928,.. 
Hong Kong SAR- China,HKG,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,..,..,..,..,..
Hong Kong SAR- China,HKG,Surface area (sq. km),AG.SRF.TOTL.K2,1100,1100,1100,1100,1100
Hong Kong SAR- China,HKG,Population density (people per sq. km of land area),EN.POP.DNST,6689.714286,6734.857143,6813.904762,6845.238095,6896.857143
Hong Kong SAR- China,HKG,Arable land (% of land area),AG.LND.ARBL.ZS,3.333333333,3.333333333,2.952380952,2.952380952,..
Hong Kong SAR- China,HKG,  Unemployment- total (% of total labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.ZS,4.300000191,3.400000095,3.299999952,3.299999952,.. 
Hong Kong SAR- China,HKG,  Unemployment- female (% of female labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.FE.ZS,3.5,2.799999952,2.700000048,2.799999952,.. 
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.046656852,3.300739707,4.112756215,-36.04707885,1.010329129
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1986014846,2195599557,2169706564,1544626422,1782927903
Central African Republic,CAF,Internet users (per 100 people),IT.NET.USER.P2,2,2.2,3,3.5,4.03
Central African Republic,CAF,Rural population,SP.RUR.TOTL,2719079,2762310,2805977,2849960,2894168
Central African Republic,CAF,  Population- female (% of total)  ,SP.POP.TOTL.FE.ZS,50.74858722,50.73853932,50.72895335,50.72034217,50.7134002
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,1.895959405,1.914746267,1.936521675,1.954537258,1.968283386
Central African Republic,CAF,  Population- total  ,SP.POP.TOTL,4444973,4530903,4619500,4710678,4804316
Central African Republic,CAF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.111338468,1.341608698,2.115986464,-37.28492602,-0.958401737
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,446.8002046,484.5832181,469.6842871,327.8989609,371.1096237
Central African Republic,CAF,  Labor force- total  ,SL.TLF.TOTL.IN,2080519,2130522,2182150,2235689,.. 
Central African Republic,CAF,  Labor force- female (% of total labor force)  ,SL.TLF.TOTL.FE.ZS,47.0857512,47.07287698,47.05904727,47.10959351,.. 
Central African Republic,CAF,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.151404529,0.14785109,0.373484866,0.364540864,..
Central African Republic,CAF,Surface area (sq. km),AG.SRF.TOTL.K2,622980,622980,622980,622980,622980
Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,7.135017176,7.272950978,7.415165816,7.561523644,7.711830235
Central African Republic,CAF,Arable land (% of land area),AG.LND.ARBL.ZS,2.889338342,2.889338342,2.889338342,2.889338342,..
Central African Republic,CAF,  Unemployment- total (% of total labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.ZS,6.900000095,6.900000095,6.900000095,7.599999905,.. 
Central African Republic,CAF,  Unemployment- female (% of female labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.FE.ZS,7.199999809,7.199999809,7.199999809,8.300000191,.. 
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.625135885,1.152136945,-0.65522463,-0.486210303,1.13429152
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,3.20E+11,3.41E+11,3.22E+11,3.36E+11,3.42E+11
Denmark,DNK,Internet users (per 100 people),IT.NET.USER.P2,88.72,89.81001339,92.26001172,94.6297,95.99
Denmark,DNK,Rural population,SP.RUR.TOTL,732572,726570,718964,711749,704833
Denmark,DNK,  Population- female (% of total)  ,SP.POP.TOTL.FE.ZS,50.3998138,50.38793511,50.37939843,50.37333581,50.36838803
Denmark,DNK,Population growth (annual %),SP.POP.GROW,0.444197155,0.411737855,0.376272243,0.416901361,0.437745718
Denmark,DNK,  Population- total  ,SP.POP.TOTL,5547683,5570572,5591572,5614932,5639565
Denmark,DNK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.174721029,0.736511537,-1.02832906,-0.900221039,0.692548051
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,57647.66876,61304.0612,57636.12531,59818.63153,60634.39427
Denmark,DNK,  Labor force- total  ,SL.TLF.TOTL.IN,2930964,2929576,2916791,2901679,.. 
Denmark,DNK,  Labor force- female (% of total labor force)  ,SL.TLF.TOTL.FE.ZS,47.12940862,47.25253757,47.35889544,47.62453049,.. 
Denmark,DNK,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.635558813,0.561514704,0.589689148,0.592760261,..
Denmark,DNK,Surface area (sq. km),AG.SRF.TOTL.K2,43090,43090,43090,43090,43090
Denmark,DNK,Population density (people per sq. km of land area),EN.POP.DNST,130.7490691,131.2885223,131.7834551,132.334009,132.9145652
Denmark,DNK,Arable land (% of land area),AG.LND.ARBL.ZS,57.05868489,58.89700683,56.9879802,56.74287061,..
Denmark,DNK,  Unemployment- total (% of total labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.ZS,7.5,7.599999905,7.5,7,.. 
Denmark,DNK,  Unemployment- female (% of female labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.FE.ZS,6.5,7.5,7.5,7.300000191,.. 
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.200000016,5.200000009,0.199999998,0,-6.800008163
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1.36E+11,1.63E+11,1.76E+11,1.83E+11,1.32E+11
Ukraine,UKR,Internet users (per 100 people),IT.NET.USER.P2,23.3,28.70826284,35.27,41,43.4
Ukraine,UKR,Rural population,SP.RUR.TOTL,14363951,14225567,14101096,13977134,13843850
Ukraine,UKR,  Population- female (% of total)  ,SP.POP.TOTL.FE.ZS,53.78801821,53.78497237,53.76717216,53.73995042,53.71114852
Ukraine,UKR,Population growth (annual %),SP.POP.GROW,-0.397285236,-0.359480081,-0.24709923,-0.22770475,-0.278913805
Ukraine,UKR,  Population- total  ,SP.POP.TOTL,45870700,45706100,45593300,45489600,45362900
Ukraine,UKR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.614794645,5.578853598,0.447899579,0.227964194,-0.84985749
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,2973.996481,3569.757027,3855.42128,4029.715504,3082.461447
Ukraine,UKR,  Labor force- total  ,SL.TLF.TOTL.IN,23147523,23119148,23103780,23134525,.. 
Ukraine,UKR,  Labor force- female (% of total labor force)  ,SL.TLF.TOTL.FE.ZS,48.84552442,48.8846345,48.9901739,48.9124847,.. 
Ukraine,UKR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.928069064,0.929316253,0.929934409,0.525189084,..
Ukraine,UKR,Surface area (sq. km),AG.SRF.TOTL.K2,603550,603550,603550,603550,603550
Ukraine,UKR,Population density (people per sq. km of land area),EN.POP.DNST,79.18024581,78.89611959,78.70140855,78.52240558,78.30370089
Ukraine,UKR,Arable land (% of land area),AG.LND.ARBL.ZS,56.06055375,56.09852931,56.13132638,56.14513568,..
Ukraine,UKR,  Unemployment- total (% of total labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.ZS,8.100000381,7.900000095,7.5,7.900000095,.. 
Ukraine,UKR,  Unemployment- female (% of female labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.FE.ZS,6.800000191,6.800000191,6.400000095,6.699999809,.. 
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.500000001,8.299999999,8.200000001,8.000000001,8.100000002
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,39332770929,45324319955,51183443225,56795656325,62643953022
Uzbekistan,UZB,Internet users (per 100 people),IT.NET.USER.P2,20,30.2,36.5213,38.2,43.55
Uzbekistan,UZB,Rural population,SP.RUR.TOTL,18225382,18726459,19001490,19290020,19589736
Uzbekistan,UZB,  Population- female (% of total)  ,SP.POP.TOTL.FE.ZS,50.78785097,50.80100979,50.81303103,50.82253481,50.82761866
Uzbekistan,UZB,Population growth (annual %),SP.POP.GROW,2.822849683,2.684015505,1.472099988,1.561904333,1.637469625
Uzbekistan,UZB,  Population- total  ,SP.POP.TOTL,28562400,29339400,29774500,30243200,30742500
Uzbekistan,UZB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.480033191,5.431873862,6.61885439,6.326248546,6.34430902
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,1377.08214,1544.827773,1719.036196,1877.964512,2037.698724
Uzbekistan,UZB,  Labor force- total  ,SL.TLF.TOTL.IN,12319568,12751469,13033823,13303330,.. 
Uzbekistan,UZB,  Labor force- female (% of total labor force)  ,SL.TLF.TOTL.FE.ZS,40.36505988,40.2534955,40.2288492,40.27092465,.. 
Uzbekistan,UZB,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.706193594,0.533271892,0.521719529,0.511150216,..
Uzbekistan,UZB,Surface area (sq. km),AG.SRF.TOTL.K2,447400,447400,447400,447400,447400
Uzbekistan,UZB,Population density (people per sq. km of land area),EN.POP.DNST,67.14245416,68.96897038,69.99177245,71.093559,72.26727786
Uzbekistan,UZB,Arable land (% of land area),AG.LND.ARBL.ZS,10.22566996,10.10813352,10.34320639,10.34320639,..
Uzbekistan,UZB,  Unemployment- total (% of total labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.ZS,11,11,10.89999962,10.69999981,.. 
Uzbekistan,UZB,  Unemployment- female (% of female labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.FE.ZS,11.19999981,11.19999981,11.10000038,10.89999962,.. 
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.170342974,9.673224959,4.411259872,3.270736613,4.509524514
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,18803852466,18661302215,23724745221,24703249696,26312399301
Uganda,UGA,Internet users (per 100 people),IT.NET.USER.P2,12.5,13.01354333,14.6896,16.2,17.71
Uganda,UGA,Rural population,SP.RUR.TOTL,28345403,29189811,30049816,30927553,31826108
Uganda,UGA,  Population- female (% of total)  ,SP.POP.TOTL.FE.ZS,50.06533901,50.05107655,50.04014901,50.0321805,50.02664296
Uganda,UGA,Population growth (annual %),SP.POP.GROW,3.319376771,3.296334558,3.274085878,3.259151066,3.25376537
Uganda,UGA,  Population- total  ,SP.POP.TOTL,33149417,34260342,35400620,36573387,37782971
Uganda,UGA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.736646966,6.116963687,1.048102318,-0.040756303,1.163756689
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,567.2453445,544.6910663,670.1788054,675.4433134,696.4089537
Uganda,UGA,  Labor force- total  ,SL.TLF.TOTL.IN,13161304,13615797,14091059,14588629,.. 
Uganda,UGA,  Labor force- female (% of total labor force)  ,SL.TLF.TOTL.FE.ZS,49.37025237,49.35521586,49.34223184,49.33094124,.. 
Uganda,UGA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.355587866,0.343718403,0.332125499,0.320797794,..
Uganda,UGA,Surface area (sq. km),AG.SRF.TOTL.K2,241550,241550,241550,241550,241550
Uganda,UGA,Population density (people per sq. km of land area),EN.POP.DNST,165.3172601,170.8574806,176.5440854,182.3927139,188.4249501
Uganda,UGA,Arable land (% of land area),AG.LND.ARBL.ZS,33.66247756,34.16118093,34.41053262,34.41053262,..
Uganda,UGA,  Unemployment- total (% of total labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.ZS,4.199999809,4.199999809,4.199999809,3.799999952,.. 
Uganda,UGA,  Unemployment- female (% of female labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.FE.ZS,4.800000191,4.800000191,4.900000095,4.5,.. 
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.803409668,5.162133026,3.323114945,5.100361248,3.498414788
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,40284481652,47962439304,51383858670,57524653094,57471277325
Uruguay,URY,Internet users (per 100 people),IT.NET.USER.P2,46.4,51.40466106,54.45376868,57.69,61.46
Uruguay,URY,Rural population,SP.RUR.TOTL,188495,182417,176529,170978,165778
Uruguay,URY,  Population- female (% of total)  ,SP.POP.TOTL.FE.ZS,51.77861993,51.77592812,51.76938094,51.75930297,51.74615355
Uruguay,URY,Population growth (annual %),SP.POP.GROW,0.345931689,0.33124173,0.32858784,0.329653736,0.338250791
Uruguay,URY,  Population- total  ,SP.POP.TOTL,3374414,3385610,3396753,3407969,3419516
Uruguay,URY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.431127805,4.814368445,2.984164933,4.754464424,3.148921995
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,11938.21554,14166.55767,15127.34622,16879.45316,16806.84557
Uruguay,URY,  Labor force- total  ,SL.TLF.TOTL.IN,1710232,1723677,1737066,1750387,.. 
Uruguay,URY,  Labor force- female (% of total labor force)  ,SL.TLF.TOTL.FE.ZS,44.39649124,44.396659,44.47366997,44.4678234,.. 
Uruguay,URY,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1.487459011,1.476494726,1.465114164,1.45396418,..
Uruguay,URY,Surface area (sq. km),AG.SRF.TOTL.K2,176220,176220,176220,176220,176220
Uruguay,URY,Population density (people per sq. km of land area),EN.POP.DNST,19.28016227,19.3441321,19.40779911,19.47188321,19.53785853
Uruguay,URY,Arable land (% of land area),AG.LND.ARBL.ZS,11.61581534,13.43846418,12.30145126,13.27848246,..
Uruguay,URY,  Unemployment- total (% of total labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.ZS,7.199999809,6.300000191,6.5,6.599999905,.. 
Uruguay,URY,  Unemployment- female (% of female labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.FE.ZS,9.600000381,8.100000381,8.399999619,8.399999619,.. 
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.55010086,0.082869798,8.882576072,5.700001363,7.300000713
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,10657705072,12156380062,12368070169,12949853281,13922224561
Chad,TCD,Internet users (per 100 people),IT.NET.USER.P2,1.7,1.9,2.1,2.3,2.5
Chad,TCD,Rural population,SP.RUR.TOTL,9281199,9586936,9901660,10223874,10551569
Chad,TCD,  Population- female (% of total)  ,SP.POP.TOTL.FE.ZS,49.98829896,49.97500511,49.96385111,49.95425911,49.94549591
Chad,TCD,Population growth (annual %),SP.POP.GROW,3.297144918,3.324412729,3.334068973,3.328243395,3.301595089
Chad,TCD,  Population- total  ,SP.POP.TOTL,11896380,12298512,12715465,13145788,13587053
Chad,TCD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,9.867237781,-3.189601261,5.312205917,2.239946957,3.815232175
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,895.8779959,988.4431598,972.6793451,985.0952473,1024.668452
Chad,TCD,  Labor force- total  ,SL.TLF.TOTL.IN,4373398,4529028,4696288,4873888,.. 
Chad,TCD,  Labor force- female (% of total labor force)  ,SL.TLF.TOTL.FE.ZS,45.08604065,44.99969971,44.98576322,44.97235062,.. 
Chad,TCD,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.796863217,0.76948078,0.742075443,0.715034896,..
Chad,TCD,Surface area (sq. km),AG.SRF.TOTL.K2,1284000,1284000,1284000,1284000,1284000
Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,9.447569886,9.766925032,10.09805035,10.43979352,10.79022633
Chad,TCD,Arable land (% of land area),AG.LND.ARBL.ZS,3.573697586,3.891359593,3.891359593,3.891359593,..
Chad,TCD,  Unemployment- total (% of total labor force) (modeled ILO estimate)  ,SL.UEM.TOTL.ZS,7,7.099999905,7,7,.. 
